sequence_id,frame_id,person_id,lean_flag,look_flag,phone_flag,lean_angle,head_turn_angle,confidence,behavior,label,timestamp
47,4,person_047,0,1,0,20.22,32.06,0.992,cheating,cheating,0.132
47,5,person_047,1,1,1,13.39,24.57,0.982,cheating,cheating,0.165
47,6,person_047,1,1,0,15.92,30.44,0.974,cheating,cheating,0.198
47,7,person_047,0,1,1,24.17,37.99,0.984,cheating,cheating,0.231
47,8,person_047,1,1,1,23.25,28.28,0.998,cheating,cheating,0.264
47,9,person_047,0,1,0,16.31,29.62,0.997,cheating,cheating,0.29700000000000004
47,10,person_047,1,1,1,14.22,21.77,0.985,cheating,cheating,0.33
47,11,person_047,1,1,1,19.02,35.91,0.977,cheating,cheating,0.363
47,12,person_047,1,1,0,19.37,38.49,0.997,cheating,cheating,0.396
47,13,person_047,1,1,1,24.79,29.07,0.999,cheating,cheating,0.42900000000000005
47,14,person_047,1,1,1,24.5,31.75,0.999,cheating,cheating,0.462
47,15,person_047,1,1,1,19.91,39.33,0.998,cheating,cheating,0.495
47,16,person_047,1,1,0,15.5,46.75,0.972,cheating,cheating,0.528
47,17,person_047,1,1,1,18.92,26.25,0.964,cheating,cheating,0.561
47,18,person_047,1,1,1,25.58,32.94,0.992,cheating,cheating,0.5940000000000001
47,19,person_047,1,1,0,23.27,55.54,0.979,cheating,cheating,0.627
47,20,person_047,0,1,1,17.98,25.01,0.97,cheating,cheating,0.66
47,21,person_047,1,1,1,16.05,20.48,0.99,cheating,cheating,0.6930000000000001
47,22,person_047,1,1,1,20.55,29.56,0.996,cheating,cheating,0.726
47,23,person_047,1,1,0,13.84,47.21,0.997,cheating,cheating,0.759
47,24,person_047,1,1,1,19.16,38.58,0.966,cheating,cheating,0.792
47,25,person_047,1,1,1,30.14,46.44,0.987,cheating,cheating,0.8250000000000001
47,26,person_047,1,1,1,30.09,28.02,0.985,cheating,cheating,0.8580000000000001
47,27,person_047,1,1,0,17.56,39.5,1.0,cheating,cheating,0.891
47,28,person_047,1,1,1,17.49,38.78,0.978,cheating,cheating,0.924
47,29,person_047,1,1,1,24.28,40.11,0.988,cheating,cheating,0.9570000000000001
48,0,person_048,1,1,1,8.87,-5.15,0.981,phone_use,phone_use,0.0
48,1,person_048,1,1,1,7.12,-10.59,0.99,phone_use,phone_use,0.033
48,2,person_048,1,1,1,10.37,-21.71,0.983,phone_use,phone_use,0.066
48,3,person_048,1,1,1,4.21,-17.99,0.98,phone_use,phone_use,0.099
48,4,person_048,1,1,1,13.84,-5.63,0.983,phone_use,phone_use,0.132
48,5,person_048,1,0,0,12.71,-12.23,0.977,phone_use,phone_use,0.165
48,6,person_048,1,1,1,12.05,-18.37,0.977,phone_use,phone_use,0.198
48,7,person_048,1,0,1,10.92,-25.13,0.979,phone_use,phone_use,0.231
48,8,person_048,1,1,1,8.49,-21.2,0.963,phone_use,phone_use,0.264
48,9,person_048,1,1,1,7.16,-14.38,0.998,phone_use,phone_use,0.29700000000000004
48,10,person_048,1,1,1,6.01,-19.04,0.999,phone_use,phone_use,0.33
48,11,person_048,0,1,1,3.97,-11.45,0.988,phone_use,phone_use,0.363
48,12,person_048,1,1,1,13.6,-12.5,1.0,phone_use,phone_use,0.396
48,13,person_048,1,0,1,13.97,-8.7,0.994,phone_use,phone_use,0.42900000000000005
48,14,person_048,0,1,1,7.42,-18.14,0.989,phone_use,phone_use,0.462
48,15,person_048,1,1,1,7.17,-16.21,0.996,phone_use,phone_use,0.495
48,16,person_048,1,1,1,5.02,-5.25,0.987,phone_use,phone_use,0.528
48,17,person_048,1,1,1,8.24,-10.78,0.983,phone_use,phone_use,0.561
48,18,person_048,1,1,1,7.46,-20.04,0.999,phone_use,phone_use,0.5940000000000001
48,19,person_048,1,1,1,5.11,-13.31,0.988,phone_use,phone_use,0.627
48,20,person_048,1,1,1,6.13,-19.48,0.958,phone_use,phone_use,0.66
48,21,person_048,0,1,0,12.59,-12.24,0.986,phone_use,phone_use,0.6930000000000001
48,22,person_048,1,1,1,13.77,-21.37,0.978,phone_use,phone_use,0.726
48,23,person_048,1,0,1,18.3,-12.91,0.994,phone_use,phone_use,0.759
48,24,person_048,1,1,1,6.8,-21.77,1.0,phone_use,phone_use,0.792
48,25,person_048,1,1,1,5.87,-17.79,0.966,phone_use,phone_use,0.8250000000000001
48,26,person_048,0,1,1,12.81,-18.41,0.991,phone_use,phone_use,0.8580000000000001
48,27,person_048,0,1,1,7.2,-12.23,0.967,phone_use,phone_use,0.891
48,28,person_048,1,1,1,8.13,-10.23,0.973,phone_use,phone_use,0.924
48,29,person_048,1,1,1,12.72,-4.62,0.987,phone_use,phone_use,0.9570000000000001
49,0,person_049,0,1,0,28.33,0.78,0.978,leaning,leaning,0.0
49,1,person_049,1,0,0,19.81,1.33,0.989,leaning,leaning,0.033
49,2,person_049,1,1,0,16.24,5.03,0.979,leaning,leaning,0.066
49,3,person_049,1,1,0,15.19,12.22,0.977,leaning,leaning,0.099
49,4,person_049,1,0,0,16.18,9.28,0.969,leaning,leaning,0.132
49,5,person_049,1,0,0,8.52,1.23,0.987,leaning,leaning,0.165
49,6,person_049,1,1,0,8.15,12.08,1.0,leaning,leaning,0.198
49,7,person_049,0,0,0,12.74,8.92,0.979,leaning,leaning,0.231
49,8,person_049,1,1,0,17.01,-0.28,1.0,leaning,leaning,0.264
49,9,person_049,1,1,0,17.0,4.31,0.964,leaning,leaning,0.29700000000000004
49,10,person_049,1,0,0,18.1,-0.02,0.986,leaning,leaning,0.33
49,11,person_049,1,0,0,18.65,7.53,0.971,leaning,leaning,0.363
49,12,person_049,1,0,0,19.15,6.36,0.994,leaning,leaning,0.396
49,13,person_049,1,0,0,17.66,9.13,0.999,leaning,leaning,0.42900000000000005
49,14,person_049,1,0,0,13.85,2.92,0.977,leaning,leaning,0.462
49,15,person_049,1,0,0,16.05,-5.6,0.994,leaning,leaning,0.495
49,16,person_049,1,0,0,10.54,-4.66,0.99,leaning,leaning,0.528
49,17,person_049,1,0,0,10.22,-10.2,0.981,leaning,leaning,0.561
49,18,person_049,1,0,0,16.25,-5.38,0.991,leaning,leaning,0.5940000000000001
49,19,person_049,1,0,0,10.05,-1.55,0.998,leaning,leaning,0.627
49,20,person_049,1,0,0,16.9,1.77,0.979,leaning,leaning,0.66
49,21,person_049,1,0,0,16.71,-0.98,0.999,leaning,leaning,0.6930000000000001
49,22,person_049,1,0,0,20.89,3.05,0.986,leaning,leaning,0.726
49,23,person_049,1,0,0,17.18,-1.24,0.996,leaning,leaning,0.759
49,24,person_049,1,0,0,19.87,-5.62,0.973,leaning,leaning,0.792
49,25,person_049,1,0,0,20.59,2.8,0.959,leaning,leaning,0.8250000000000001
49,26,person_049,1,0,0,18.63,-0.04,0.993,leaning,leaning,0.8580000000000001
49,27,person_049,1,1,0,20.44,-1.74,0.958,leaning,leaning,0.891
49,28,person_049,1,0,0,16.82,4.32,0.99,leaning,leaning,0.924
49,29,person_049,1,0,0,21.42,5.08,0.966,leaning,leaning,0.9570000000000001
